,file_date,report,acc-no,cik,id,interactive_data
243,2015-02-20,10-K,0000026780-15-000004,26780,8,True
244,2014-02-21,10-K,0000026780-14-000005,26780,9,True
245,2013-02-21,10-K,0001144204-13-010507,26780,10,True
246,2012-02-23,10-K,0001144204-12-010573,26780,11,True
247,2022-05-24,10-K,0000733269-22-000026,733269,1,True
248,2021-05-27,10-K,0000733269-21-000017,733269,2,True
249,2020-05-26,10-K,0000733269-20-000028,733269,3,True
250,2019-05-29,10-K,0000733269-19-000022,733269,4,True
251,2018-05-25,10-K,0000733269-18-000016,733269,6,True
252,2017-05-26,10-K,0000733269-17-000039,733269,7,True
253,2016-05-27,10-K,0000733269-16-000060,733269,8,True
254,2015-05-27,10-K,0000733269-15-000018,733269,9,True
255,2014-05-28,10-K,0000733269-14-000018,733269,10,True
256,2013-05-29,10-K,0000733269-13-000012,733269,11,True
257,2012-05-25,10-K,0000733269-12-000015,733269,12,True
258,2011-05-27,10-K,0000733269-11-000016,733269,13,True
259,2022-02-28,10-K,0001590364-22-000002,1590364,1,True
260,2021-02-26,10-K,0001590364-21-000002,1590364,2,True
261,2020-02-28,10-K,0001590364-20-000002,1590364,3,True
262,2019-02-28,10-K,0001590364-19-000002,1590364,4,True
263,2018-03-01,10-K,0001590364-18-000003,1590364,5,True
264,2017-02-24,10-K,0001590364-17-000004,1590364,6,True
265,2016-03-10,10-K,0001590364-16-000014,1590364,8,True
266,2022-02-16,10-K,0001140361-22-005656,1021561,1,True
267,2021-02-11,10-K,0001140361-21-004212,1021561,2,True
268,2020-02-13,10-K,0001140361-20-002997,1021561,3,True
269,2019-02-14,10-K,0001140361-19-003087,1021561,4,True
270,2018-02-16,10-K,0001021561-18-000008,1021561,5,True
271,2017-02-27,10-K,0001021561-17-000019,1021561,6,True
272,2016-02-18,10-K,0001021561-16-000100,1021561,7,True
273,2015-03-02,10-K,0001021561-15-000013,1021561,8,True
274,2014-03-18,10-K,0001021561-14-000031,1021561,10,True
275,2013-02-27,10-K,0001021561-13-000033,1021561,11,True
276,2012-02-28,10-K,0001021561-12-000026,1021561,12,True
277,2011-02-23,10-K,0001021561-11-000030,1021561,13,True
278,2022-02-23,10-K,0001650132-22-000026,1650132,1,True
279,2021-02-19,10-K,0001650132-21-000026,1650132,2,True
280,2020-02-27,10-K,0001650132-20-000031,1650132,3,True
281,2019-02-20,10-K,0001650132-19-000029,1650132,4,True
282,2018-02-27,10-K,0001650132-18-000025,1650132,5,True
283,2017-02-27,10-K,0001650132-17-000002,1650132,6,True
284,2016-03-22,10-K,0001650132-16-000041,1650132,7,True
285,2022-02-18,10-K,0000891014-22-000009,891014,1,True
286,2021-02-19,10-K,0000891014-21-000011,891014,2,True
287,2020-02-14,10-K,0000891014-20-000010,891014,3,True
288,2019-02-15,10-K,0000891014-19-000010,891014,4,True
289,2018-02-16,10-K,0001140361-18-008762,891014,5,True
290,2017-02-17,10-K,0001140361-17-008053,891014,6,True
291,2016-02-19,10-K,0001140361-16-054076,891014,7,True
292,2015-02-18,10-K,0001140361-15-007848,891014,8,True
293,2014-02-21,10-K,0000891014-14-000006,891014,9,True
294,2013-02-22,10-K,0000891014-13-000010,891014,10,True
295,2012-02-27,10-K,0000891014-12-000009,891014,11,True
296,2011-02-25,10-K,0000891014-11-000007,891014,12,True
297,2022-03-16,10-K,0001558370-22-003777,1806837,1,True
298,2021-03-15,10-K,0001558370-21-003017,1806837,2,True
299,2022-02-09,10-K,0001558370-22-000923,812074,1,True
300,2021-02-16,10-K,0001558370-21-001009,812074,2,True
301,2020-02-21,10-K,0001558370-20-001125,812074,3,True
302,2019-02-14,10-K,0001558370-19-000652,812074,4,True
303,2018-02-14,10-K,0001558370-18-000669,812074,5,True
304,2017-02-10,10-K,0001558370-17-000499,812074,6,True
305,2016-05-13,10-K/A,0001558370-16-005950,812074,7,True
306,2016-02-16,10-K,0001558370-16-003216,812074,8,True
307,2015-02-11,10-K,0001047469-15-000716,812074,9,True
308,2014-02-13,10-K,0001047469-14-000875,812074,10,True
309,2013-02-13,10-K,0001047469-13-000991,812074,11,True
310,2012-02-09,10-K,0001047469-12-000772,812074,12,True
311,2011-02-10,10-K,0001047469-11-000741,812074,13,True
312,2010-02-10,10-K,0001104659-10-006102,812074,14,True
313,2022-02-24,10-K,0001773427-22-000011,1773427,1,True
314,2021-02-25,10-K,0001558370-21-001708,1773427,2,True
315,2020-03-12,10-K,0001558370-20-002563,1773427,3,True
316,2022-03-01,10-K,0000712534-22-000044,712534,1,True
317,2021-03-01,10-K,0000712534-21-000077,712534,2,True
318,2020-02-28,10-K,0000712534-20-000060,712534,3,True
319,2019-09-27,10-K/A,0000712534-19-000238,712534,4,True
320,2019-02-27,10-K,0000712534-19-000032,712534,5,True
321,2018-03-01,10-K,0000712534-18-000065,712534,7,True
322,2017-03-01,10-K,0000712534-17-000095,712534,9,True
323,2016-02-29,10-K,0000712534-16-000349,712534,11,True
324,2015-02-27,10-K,0000712534-15-000056,712534,13,True
325,2014-03-14,10-K,0000712534-14-000061,712534,15,True
326,2013-03-15,10-K,0000712534-13-000101,712534,17,True
327,2012-03-15,10-K,0001157523-12-001388,712534,19,True
328,2022-02-23,10-K,0001712184-22-000059,1712184,1,True
329,2021-03-01,10-K,0001712184-21-000031,1712184,2,True
330,2020-04-29,10-K/A,0001712184-20-000135,1712184,3,True
331,2020-02-19,10-K,0001712184-20-000027,1712184,4,True
332,2019-02-21,10-K,0001712184-19-000039,1712184,5,True
333,2018-02-14,10-K,0001712184-18-000080,1712184,6,True
334,2022-03-30,10-K/A,0000876167-22-000063,876167,1,True
335,2022-01-27,10-K,0000876167-22-000038,876167,2,True
336,2021-03-30,10-K/A,0000876167-21-000052,876167,3,True
337,2021-01-27,10-K,0000876167-21-000030,876167,4,True
338,2020-03-31,10-K/A,0000876167-20-000058,876167,5,True
339,2020-01-27,10-K,0000876167-20-000027,876167,6,True
340,2019-01-28,10-K,0000876167-19-000026,876167,7,True
341,2018-01-26,10-K,0000876167-18-000008,876167,9,True
342,2017-01-30,10-K,0000876167-17-000007,876167,11,True
343,2016-01-29,10-K,0000876167-16-000060,876167,13,True
344,2015-01-29,10-K,0000876167-15-000009,876167,14,True
345,2014-01-29,10-K,0000876167-14-000013,876167,15,True
346,2013-01-29,10-K,0000876167-13-000010,876167,17,True
347,2012-01-30,10-K,0001193125-12-029136,876167,19,True
348,2011-01-31,10-K,0000950123-11-007372,876167,20,True
349,2022-02-17,10-K,0001051512-22-000013,1051512,1,True
350,2021-02-18,10-K,0001051512-21-000009,1051512,2,True
351,2020-02-25,10-K,0001051512-20-000014,1051512,3,True
352,2019-02-22,10-K,0001051512-19-000008,1051512,4,True
353,2018-02-26,10-K,0001051512-18-000009,1051512,5,True
354,2017-02-24,10-K,0001051512-17-000013,1051512,6,True
355,2016-02-24,10-K,0001051512-16-000077,1051512,7,True
356,2015-02-25,10-K,0001051512-15-000011,1051512,8,True
357,2014-02-28,10-K,0001051512-14-000011,1051512,9,True
358,2013-02-26,10-K,0001047469-13-001701,1051512,10,True
359,2012-02-27,10-K,0001047469-12-001492,1051512,11,True
360,2011-02-25,10-K,0001047469-11-001407,1051512,12,True
361,2022-02-22,10-K,0001517302-22-000012,1517302,1,True
362,2021-02-23,10-K,0001517302-21-000019,1517302,2,True
363,2020-02-18,10-K,0001517302-20-000025,1517302,3,True
364,2019-02-20,10-K,0001517302-19-000012,1517302,4,True
365,2018-02-21,10-K,0001517302-18-000018,1517302,5,True
366,2017-02-21,10-K,0001517302-17-000013,1517302,6,True
367,2016-02-25,10-K,0001517302-16-000074,1517302,7,True
368,2015-02-25,10-K,0001517302-15-000010,1517302,8,True
369,2014-02-26,10-K,0001517302-14-000009,1517302,9,True
370,2022-02-22,10-K,0001564590-22-005934,1605607,1,True
371,2021-02-10,10-K,0001564590-21-005289,1605607,2,True
372,2020-02-12,10-K,0001564590-20-004379,1605607,3,True
373,2019-02-13,10-K,0001564590-19-002868,1605607,4,True
374,2018-02-15,10-K,0001564590-18-002219,1605607,5,True
375,2017-02-22,10-K,0001564590-17-002012,1605607,6,True
376,2016-02-25,10-K,0001564590-16-013406,1605607,7,True
377,2022-02-25,10-K,0001366868-22-000022,1366868,1,True
378,2021-03-04,10-K,0001366868-21-000016,1366868,2,True
379,2020-02-28,10-K,0001366868-20-000030,1366868,3,True
380,2019-02-28,10-K,0001366868-19-000020,1366868,4,True
381,2018-02-23,10-K,0001366868-18-000007,1366868,5,True
382,2017-02-23,10-K,0001366868-17-000019,1366868,6,True
383,2016-02-26,10-K,0001366868-16-000113,1366868,8,True
384,2015-03-02,10-K,0001366868-15-000011,1366868,9,True
385,2014-03-11,10-K,0001144204-14-014640,1366868,10,True
386,2013-03-15,10-K,0001144204-13-015324,1366868,12,True
387,2012-03-13,10-K,0001144204-12-014521,1366868,14,True
388,2021-11-19,10-K,0001096752-21-000032,1096752,1,True
389,2020-11-20,10-K,0001096752-20-000059,1096752,2,True
390,2019-11-26,10-K,0001096752-19-000041,1096752,3,True
391,2018-11-19,10-K,0001096752-18-000043,1096752,4,True
392,2017-11-20,10-K,0001096752-17-000040,1096752,5,True
393,2016-11-18,10-K,0001096752-16-000118,1096752,6,True
394,2015-11-30,10-K,0001096752-15-000088,1096752,7,True
395,2014-11-18,10-K,0001096752-14-000141,1096752,8,True
396,2013-11-21,10-K,0001096752-13-000159,1096752,9,True
397,2012-11-20,10-K,0001096752-12-000123,1096752,10,True
398,2011-11-22,10-K,0001096752-11-000063,1096752,11,True
399,2010-11-23,10-K,0001206774-10-002425,1096752,13,True
400,2022-03-01,10-K,0000277509-22-000006,277509,1,True
401,2021-02-25,10-K,0000277509-21-000005,277509,2,True
402,2020-02-27,10-K,0000277509-20-000006,277509,3,True
403,2019-02-28,10-K,0000277509-19-000008,277509,4,True
404,2018-02-28,10-K,0000277509-18-000006,277509,5,True
405,2017-02-28,10-K,0000277509-17-000008,277509,6,True
406,2016-02-29,10-K,0000277509-16-000096,277509,7,True
407,2015-03-02,10-K,0000277509-15-000008,277509,8,True
408,2014-03-05,10-K,0000277509-14-000007,277509,9,True
409,2013-03-15,10-K,0001193125-13-109337,277509,10,True
410,2012-03-14,10-K,0001193125-12-115045,277509,11,True
411,2022-03-01,10-K,0001810019-22-000036,1810019,1,True
412,2021-02-26,10-K,0001810019-21-000038,1810019,2,True
413,2022-02-23,10-K,0000950170-22-001792,1637873,1,True
414,2022-02-23,10-K,0001628280-22-003534,910329,1,True
415,2021-02-26,10-K,0001558370-21-001985,910329,2,True
416,2020-03-02,10-K,0001558370-20-001889,910329,3,True
417,2019-03-01,10-K,0001144204-19-011678,910329,4,True
418,2018-03-16,10-K,0001144204-18-015288,910329,5,True
419,2017-03-16,10-K,0001144204-17-015143,910329,6,True
420,2016-03-15,10-K,0001144204-16-088200,910329,7,True
421,2015-03-16,10-K,0001144204-15-016333,910329,9,True
422,2014-03-17,10-K,0001144204-14-016118,910329,10,True
423,2013-03-15,10-K,0001144204-13-015443,910329,11,True
424,2012-03-15,10-K,0001144204-12-015310,910329,12,True
425,2021-06-24,10-K,0001628280-21-012863,1600438,1,True
426,2020-06-25,10-K,0001558370-20-007783,1600438,2,True
427,2019-06-27,10-K,0001558370-19-005943,1600438,3,True
428,2018-06-28,10-K,0001558370-18-005484,1600438,4,True
429,2017-06-30,10-K,0001047469-17-004356,1600438,5,True
430,2022-05-02,10-K/A,0001104659-22-054808,1723596,1,True
431,2022-03-01,10-K,0001723596-22-000091,1723596,2,True
432,2021-03-01,10-K,0001723596-21-000011,1723596,3,True
433,2020-03-02,10-K,0001723596-20-000009,1723596,4,True
434,2019-03-29,10-K,0001723596-19-000011,1723596,5,True
435,2022-01-26,10-K,0001171843-22-000514,1173420,1,True
436,2021-01-27,10-K,0001171843-21-000547,1173420,2,True
437,2020-01-22,10-K,0001171843-20-000396,1173420,3,True
438,2019-01-23,10-K,0001171843-19-000448,1173420,5,True
439,2018-01-24,10-K,0001171843-18-000607,1173420,6,True
440,2017-01-25,10-K,0001171843-17-000429,1173420,7,True
441,2016-01-27,10-K,0001102624-16-002023,1173420,8,True
442,2015-01-28,10-K,0001102624-15-000109,1173420,9,True
443,2014-02-12,10-K,0001102624-14-000184,1173420,12,True
444,2022-02-25,10-K,0001230245-22-000039,1230245,1,True
445,2021-02-25,10-K,0001230245-21-000030,1230245,2,True
446,2020-02-28,10-K,0001230245-20-000031,1230245,3,True
447,2019-02-26,10-K,0001230245-19-000025,1230245,4,True
448,2018-02-26,10-K,0001230245-18-000034,1230245,5,True
449,2017-02-24,10-K,0001230245-17-000054,1230245,6,True
450,2016-02-25,10-K,0001230245-16-000217,1230245,7,True
451,2015-02-26,10-K,0001230245-15-000065,1230245,8,True
452,2014-02-28,10-K,0001230245-14-000095,1230245,9,True
453,2013-02-27,10-K,0001230245-13-000110,1230245,10,True
454,2012-02-27,10-K,0001193125-12-081313,1230245,11,True
