,file_date,report,acc-no,cik,id,interactive_data
110,2017-03-16,10-K,0001193125-17-085519,899460,7,True
111,2016-03-15,10-K,0001193125-16-505366,899460,8,True
112,2015-03-02,10-K,0001193125-15-073647,899460,9,True
113,2014-03-03,10-K,0001193125-14-080324,899460,10,True
114,2013-03-18,10-K,0001193125-13-112693,899460,11,True
115,2012-03-15,10-K,0001193125-12-117440,899460,12,True
116,2022-05-19,10-K,0001737953-22-000010,1737953,1,True
117,2021-05-20,10-K,0001104659-21-069611,1737953,2,True
118,2020-06-03,10-K,0001047469-20-003318,1737953,3,True
119,2019-06-28,10-K,0001047469-19-003946,1737953,5,True
120,2022-04-29,10-K/A,0001193125-22-133964,1369568,1,True
121,2022-03-16,10-K,0001193125-22-077228,1369568,2,True
122,2021-04-30,10-K/A,0001193125-21-145243,1369568,3,True
123,2021-03-15,10-K,0001193125-21-081545,1369568,4,True
124,2020-03-16,10-K,0001193125-20-075048,1369568,6,True
125,2019-03-18,10-K,0001193125-19-078253,1369568,7,True
126,2018-03-14,10-K,0001193125-18-082292,1369568,8,True
127,2017-03-15,10-K,0001193125-17-083667,1369568,9,True
128,2016-03-15,10-K,0001193125-16-505167,1369568,10,True
129,2015-03-13,10-K,0001193125-15-091323,1369568,11,True
130,2014-03-19,10-K,0001193125-14-104658,1369568,12,True
131,2013-04-01,10-K,0001193125-13-136777,1369568,13,True
132,2012-03-30,10-K,0001193125-12-143728,1369568,14,True
133,2021-11-19,10-K,0001681622-21-000103,1681622,1,True
134,2020-11-30,10-K,0001681622-20-000116,1681622,2,True
135,2019-12-20,10-K,0001681622-19-000083,1681622,3,True
136,2018-11-27,10-K,0001681622-18-000045,1681622,4,True
137,2017-12-13,10-K,0001681622-17-000023,1681622,5,True
138,2022-03-15,10-K,0001828672-22-000026,1828672,1,True
139,2022-02-15,10-K,0001234006-22-000003,1234006,1,True
140,2021-02-16,10-K,0001234006-21-000004,1234006,2,True
141,2020-02-12,10-K,0001234006-20-000003,1234006,3,True
142,2019-02-13,10-K,0001234006-19-000003,1234006,4,True
143,2018-02-14,10-K,0001234006-18-000003,1234006,5,True
144,2017-02-15,10-K,0001234006-17-000002,1234006,6,True
145,2016-02-17,10-K,0001193125-16-467081,1234006,7,True
146,2015-02-18,10-K,0001193125-15-052786,1234006,8,True
147,2014-02-18,10-K,0001193125-14-057052,1234006,9,True
148,2013-02-19,10-K,0001193125-13-065195,1234006,10,True
149,2012-02-28,10-K,0001193125-12-085166,1234006,11,True
150,2022-05-02,10-K/A,0001847903-22-000026,1847903,1,True
151,2022-03-30,10-K,0001847903-22-000022,1847903,2,True
152,2022-02-24,10-K,0001564590-22-006719,1046568,1,True
153,2021-02-24,10-K,0001564590-21-008099,1046568,2,True
154,2020-02-19,10-K,0001564590-20-005289,1046568,3,True
155,2019-02-20,10-K,0001564590-19-003457,1046568,4,True
156,2018-02-21,10-K,0001564590-18-002683,1046568,5,True
157,2017-02-23,10-K,0001564590-17-002207,1046568,6,True
158,2016-02-29,10-K,0001564590-16-013719,1046568,7,True
159,2015-03-03,10-K,0001193125-15-075170,1046568,8,True
160,2014-02-27,10-K,0001193125-14-071178,1046568,9,True
161,2013-02-28,10-K,0001193125-13-083541,1046568,10,True
162,2012-02-27,10-K,0001193125-12-081810,1046568,11,True
163,2011-02-22,10-K,0001193125-11-041891,1046568,12,True
164,2022-03-29,10-K,0001654954-22-003967,1277250,1,True
165,2022-02-24,10-K,0000950170-22-001979,1653087,1,True
166,2021-03-29,10-K/A,0001564590-21-016109,1653087,2,True
167,2021-02-25,10-K,0001564590-21-008860,1653087,3,True
168,2020-03-24,10-K,0001564590-20-012520,1653087,4,True
169,2021-11-22,10-K,0001418100-21-000095,1418100,1,True
170,2020-11-25,10-K,0001418100-20-000143,1418100,2,True
171,2020-03-06,10-K/A,0001418100-20-000055,1418100,3,True
172,2019-11-29,10-K,0001418100-19-000132,1418100,4,True
173,2019-01-25,10-K/A,0001418100-19-000005,1418100,5,True
174,2018-12-21,10-K,0001418100-18-000192,1418100,6,True
175,2022-03-28,10-K,0001564590-22-011972,1645569,1,True
176,2022-03-17,10-K,0000950170-22-004082,1838672,1,True
177,2021-06-29,10-K,0000794619-21-000046,794619,1,True
178,2020-06-29,10-K,0000794619-20-000047,794619,2,True
179,2019-06-28,10-K,0000794619-19-000046,794619,3,True
180,2018-06-29,10-K,0000794619-18-000077,794619,4,True
181,2017-06-29,10-K,0000794619-17-000087,794619,5,True
182,2016-06-29,10-K,0000794619-16-000374,794619,6,True
183,2015-06-30,10-K,0000794619-15-000137,794619,7,True
184,2014-06-30,10-K,0000794619-14-000016,794619,8,True
185,2013-06-28,10-K,0000794619-13-000024,794619,9,True
186,2012-06-29,10-K,0000794619-12-000019,794619,10,True
187,2022-03-15,10-K,0000318300-22-000115,318300,1,True
188,2021-03-01,10-K,0000318300-21-000109,318300,2,True
189,2020-03-03,10-K,0000318300-20-000106,318300,3,True
190,2019-03-01,10-K,0000318300-19-000095,318300,4,True
191,2018-02-27,10-K,0000318300-18-000089,318300,6,True
192,2017-02-27,10-K,0000318300-17-000104,318300,7,True
193,2016-02-26,10-K,0000318300-16-000477,318300,8,True
194,2015-02-26,10-K,0000318300-15-000078,318300,9,True
195,2014-02-27,10-K,0000318300-14-000095,318300,10,True
196,2013-02-28,10-K,0000318300-13-000061,318300,11,True
197,2012-02-29,10-K,0000318300-12-000019,318300,12,True
198,2021-12-15,10-K,0001564590-21-060365,1687221,1,True
199,2021-01-07,10-K,0001564590-21-000486,1687221,2,True
200,2019-12-18,10-K,0001564590-19-046328,1687221,3,True
201,2018-12-19,10-K,0001564590-18-031125,1687221,5,True
202,2017-12-21,10-K,0001564590-17-025241,1687221,6,True
203,2021-12-10,10-K,0001140361-21-041217,788329,1,True
204,2020-12-11,10-K,0001140361-20-028143,788329,2,True
205,2019-12-06,10-K,0001140361-19-022062,788329,3,True
206,2018-12-07,10-K,0001140361-18-044715,788329,4,True
207,2017-12-08,10-K,0001140361-17-045474,788329,5,True
208,2016-12-13,10-K,0001140361-16-089543,788329,6,True
209,2015-12-11,10-K/A,0001042167-15-000182,788329,7,True
210,2015-12-08,10-K,0001042167-15-000175,788329,8,True
211,2014-12-05,10-K,0001042167-14-000166,788329,9,True
212,2013-12-06,10-K,0001042167-13-000205,788329,10,True
213,2012-12-11,10-K,0001042167-12-000163,788329,11,True
214,2011-12-16,10-K,0001042167-11-000226,788329,12,True
215,2022-02-17,10-K,0000092122-22-000003,3153,1,True
216,2021-02-18,10-K,0000092122-21-000006,3153,2,True
217,2020-02-20,10-K,0000092122-20-000017,3153,3,True
218,2019-02-20,10-K,0000092122-19-000006,3153,4,True
219,2018-02-21,10-K,0000092122-18-000012,3153,5,True
220,2017-02-22,10-K,0000092122-17-000007,3153,6,True
221,2016-02-26,10-K,0000092122-16-000126,3153,7,True
222,2015-03-02,10-K,0000092122-15-000015,3153,8,True
223,2014-02-27,10-K,0000092122-14-000012,3153,9,True
224,2013-02-28,10-K,0000092122-13-000014,3153,10,True
225,2012-02-24,10-K,0000092122-12-000016,3153,11,True
226,2011-02-25,10-K,0000092122-11-000013,3153,12,True
227,2010-02-25,10-K,0000092122-10-000009,3153,13,True
228,2022-02-28,10-K,0001437749-22-004682,1512499,1,True
229,2021-03-12,10-K,0001437749-21-005933,1512499,2,True
230,2020-02-26,10-K,0001437749-20-003599,1512499,3,True
231,2019-02-28,10-K,0001437749-19-003639,1512499,4,True
232,2018-03-02,10-K,0001213900-18-002504,1512499,5,True
233,2017-03-07,10-K,0001213900-17-002063,1512499,6,True
234,2016-03-14,10-K,0001213900-16-011585,1512499,7,True
235,2015-03-13,10-K,0001213900-15-001766,1512499,8,True
236,2014-03-06,10-K,0001213900-14-001290,1512499,9,True
237,2022-02-25,10-K,0000950170-22-002101,1683606,1,True
238,2021-02-25,10-K,0001564590-21-008812,1683606,2,True
239,2020-02-26,10-K,0001564590-20-006776,1683606,3,True
240,2019-02-28,10-K,0001564590-19-005502,1683606,5,True
241,2018-03-06,10-K,0001564590-18-004522,1683606,6,True
242,2022-03-23,10-K,0001789940-22-000012,1789940,1,True
243,2022-03-17,10-K,0000876883-22-000011,876883,1,True
244,2021-04-27,10-K/A,0001104659-21-055638,876883,2,True
245,2021-03-16,10-K,0000876883-21-000016,876883,3,True
246,2020-03-05,10-K,0000876883-20-000006,876883,5,True
247,2019-03-18,10-K,0000876883-19-000004,876883,7,True
248,2018-03-01,10-K,0000876883-18-000007,876883,8,True
249,2017-08-31,10-K/A,0000876883-17-000016,876883,9,True
250,2017-03-01,10-K,0000876883-17-000004,876883,10,True
251,2016-02-26,10-K,0001628280-16-011847,876883,11,True
252,2015-03-02,10-K,0001628280-15-001347,876883,12,True
253,2014-03-10,10-K,0001144204-14-014344,876883,13,True
254,2013-03-07,10-K,0001144204-13-013561,876883,14,True
255,2012-03-15,10-K,0001144204-12-014991,876883,15,True
256,2022-03-07,10-K,0001683695-22-000004,1683695,1,True
257,2021-03-15,10-K,0001683695-21-000005,1683695,2,True
258,2020-04-22,10-K/A,0001683695-20-000007,1683695,3,True
259,2020-03-11,10-K,0001628280-20-003396,1683695,4,True
260,2019-03-22,10-K,0001140361-19-005471,1683695,5,True
261,2018-03-15,10-K,0001213900-18-003024,1683695,6,True
262,2017-04-19,10-K,0001213900-17-003999,1683695,7,True
263,2022-03-25,10-K,0001811764-22-000027,1811764,1,True
264,2021-03-04,10-K,0001104659-21-032214,1811764,2,True
265,2022-03-01,10-K,0000906709-22-000005,906709,1,True
266,2021-02-26,10-K,0000906709-21-000005,906709,2,True
267,2020-02-28,10-K,0000906709-20-000004,906709,3,True
268,2019-03-01,10-K,0001564590-19-005639,906709,4,True
269,2018-03-01,10-K,0001564590-18-004105,906709,5,True
270,2017-03-01,10-K,0001564590-17-003064,906709,6,True
271,2016-02-29,10-K,0001564590-16-013759,906709,7,True
272,2015-02-26,10-K,0001193125-15-063338,906709,9,True
273,2014-02-27,10-K,0001193125-14-073093,906709,10,True
274,2013-03-01,10-K,0001193125-13-085500,906709,11,True
275,2012-02-29,10-K,0001193125-12-089389,906709,12,True
276,2022-03-09,10-K,0000706129-22-000033,706129,1,True
277,2021-02-26,10-K,0000706129-21-000006,706129,2,True
278,2020-02-28,10-K,0001193125-20-055512,706129,3,True
279,2019-02-28,10-K,0001193125-19-058056,706129,4,True
280,2018-02-28,10-K,0001193125-18-063446,706129,5,True
281,2017-02-28,10-K,0001193125-17-061454,706129,6,True
282,2016-02-29,10-K,0001193125-16-484740,706129,7,True
283,2015-03-13,10-K,0001193125-15-090543,706129,8,True
284,2014-02-28,10-K,0001193125-14-076987,706129,9,True
285,2013-03-12,10-K,0001193125-13-102635,706129,10,True
286,2012-03-12,10-K,0001193125-12-110037,706129,11,True
287,2022-02-28,10-K,0001628280-22-004194,846901,1,True
288,2021-03-08,10-K,0000846901-21-000003,846901,2,True
289,2020-03-06,10-K/A,0000846901-20-000006,846901,3,True
290,2020-03-02,10-K,0000846901-20-000003,846901,4,True
291,2019-03-01,10-K,0000846901-19-000004,846901,5,True
292,2018-02-28,10-K,0000846901-18-000005,846901,6,True
293,2017-03-15,10-K,0001193125-17-083848,846901,7,True
294,2016-03-15,10-K,0001193125-16-504937,846901,8,True
295,2015-03-16,10-K,0001193125-15-093388,846901,9,True
296,2014-04-28,10-K,0001193125-14-161382,846901,10,True
297,2013-03-15,10-K,0001193125-13-110223,846901,11,True
298,2012-03-15,10-K,0001193125-12-117105,846901,12,True
299,2022-03-24,10-K,0001873923-22-000016,1873923,1,True
300,2022-03-15,10-K,0000950170-22-003749,1856031,1,True
301,2021-08-19,10-K,0001180145-21-000032,1180145,1,True
302,2020-08-20,10-K,0001180145-20-000042,1180145,2,True
303,2019-08-23,10-K,0001180145-19-000028,1180145,3,True
304,2018-08-23,10-K,0001180145-18-000044,1180145,4,True
305,2017-08-24,10-K,0001180145-17-000040,1180145,5,True
306,2016-08-25,10-K,0001180145-16-000096,1180145,6,True
307,2015-08-27,10-K,0001180145-15-000026,1180145,7,True
308,2014-08-28,10-K,0001180145-14-000030,1180145,8,True
309,2013-09-11,10-K,0001445305-13-002256,1180145,9,True
310,2012-09-10,10-K,0001193125-12-386811,1180145,10,True
311,2022-02-17,10-K,0000055135-22-000006,55135,1,True
312,2021-02-18,10-K,0000055135-21-000004,55135,2,True
313,2020-02-13,10-K,0000055135-20-000006,55135,3,True
314,2019-02-14,10-K,0000055135-19-000006,55135,4,True
315,2018-02-20,10-K,0000055135-18-000006,55135,5,True
316,2017-02-17,10-K,0000055135-17-000008,55135,6,True
317,2016-02-18,10-K,0000055135-16-000093,55135,7,True
318,2015-02-12,10-K,0000055135-15-000009,55135,8,True
319,2014-02-13,10-K,0001437749-14-002057,55135,9,True
320,2013-02-14,10-K,0001437749-13-001540,55135,10,True
321,2012-02-16,10-K,0000950123-12-002654,55135,11,True
322,2022-03-07,10-K,0001410578-22-000289,854560,1,True
323,2021-03-05,10-K,0001104659-21-032781,854560,2,True
324,2020-03-06,10-K,0000927089-20-000176,854560,3,True
325,2019-03-07,10-K,0000927089-19-000136,854560,4,True
326,2018-03-06,10-K,0000927089-18-000121,854560,5,True
327,2017-03-03,10-K,0000927089-17-000123,854560,6,True
328,2016-03-03,10-K,0000927089-16-000767,854560,7,True
329,2015-03-06,10-K,0000927089-15-000185,854560,8,True
330,2014-03-10,10-K,0000927089-14-000068,854560,9,True
331,2013-03-11,10-K,0000927089-13-000060,854560,10,True
332,2012-03-09,10-K,0000927089-12-000031,854560,11,True
333,2022-02-11,10-K,0001062231-22-000008,1062231,1,True
334,2021-02-12,10-K,0001062231-21-000013,1062231,2,True
335,2020-02-14,10-K,0001062231-20-000009,1062231,3,True
336,2019-02-15,10-K,0001062231-19-000013,1062231,4,True
337,2018-02-16,10-K,0001062231-18-000013,1062231,5,True
338,2017-02-10,10-K,0001062231-17-000014,1062231,7,True
339,2016-02-12,10-K,0001062231-16-000091,1062231,8,True
340,2015-02-23,10-K,0001062231-15-000023,1062231,9,True
341,2014-02-07,10-K,0001062231-14-000011,1062231,10,True
342,2013-02-08,10-K,0001062231-13-000011,1062231,11,True
343,2012-02-09,10-K,0001062231-12-000017,1062231,12,True
344,2022-02-24,10-K,0001558370-22-001838,1557746,1,True
345,2021-02-25,10-K,0001558370-21-001717,1557746,2,True
346,2020-02-25,10-K,0001558370-20-001325,1557746,3,True
347,2019-03-18,10-K,0001558370-19-002211,1557746,4,True
348,2018-03-12,10-K,0001558370-18-001866,1557746,5,True
349,2017-03-15,10-K,0001558370-17-001802,1557746,6,True
350,2016-03-23,10-K,0001558370-16-004311,1557746,8,True
351,2022-03-16,10-K,0001140361-22-009805,1085913,1,True
352,2021-04-27,10-K/A,0001140361-21-014513,1085913,2,True
353,2021-03-15,10-K,0001140361-21-008518,1085913,3,True
354,2020-03-13,10-K,0001140361-20-005743,1085913,4,True
355,2019-03-15,10-K,0001140361-19-005011,1085913,5,True
356,2018-03-16,10-K,0001140361-18-013710,1085913,6,True
357,2017-03-15,10-K,0001140361-17-012015,1085913,7,True
358,2016-03-14,10-K,0001140361-16-057597,1085913,8,True
359,2015-03-13,10-K,0001140361-15-011673,1085913,9,True
360,2014-03-14,10-K,0001140361-14-012783,1085913,10,True
361,2013-03-13,10-K,0001140361-13-012251,1085913,11,True
362,2012-03-15,10-K,0001140361-12-015602,1085913,12,True
363,2022-03-01,10-K,0001459417-22-000004,1459417,1,True
364,2021-02-25,10-K,0001459417-21-000003,1459417,2,True
365,2020-02-28,10-K,0001459417-20-000003,1459417,3,True
366,2019-02-26,10-K,0001104659-19-010491,1459417,4,True
367,2018-02-27,10-K,0001047469-18-001109,1459417,5,True
368,2017-02-24,10-K,0001047469-17-000950,1459417,7,True
369,2016-03-10,10-K,0001047469-16-010989,1459417,8,True
370,2015-02-26,10-K,0001047469-15-001305,1459417,9,True
371,2022-01-13,10-K,0001029800-22-000008,1029800,1,True
372,2021-01-13,10-K,0001029800-21-000016,1029800,2,True
373,2020-01-10,10-K,0001029800-20-000008,1029800,3,True
374,2019-01-11,10-K,0001029800-19-000008,1029800,4,True
375,2018-01-12,10-K,0001029800-18-000010,1029800,5,True
376,2017-01-13,10-K,0001029800-17-000007,1029800,6,True
377,2016-01-13,10-K,0001029800-16-000052,1029800,7,True
378,2015-01-13,10-K,0001029800-15-000004,1029800,8,True
379,2014-01-13,10-K,0001029800-14-000005,1029800,9,True
380,2013-01-11,10-K,0001029800-13-000005,1029800,10,True
381,2012-01-13,10-K,0001029800-12-000004,1029800,11,True
382,2022-04-15,10-K,0001104659-22-046334,1818089,1,True
383,2022-01-10,10-K/A,0001104659-22-002801,1818089,2,True
384,2021-05-25,10-K/A,0001104659-21-071460,1818089,3,True
385,2021-04-08,10-K,0001104659-21-048153,1818089,4,True
386,2022-03-18,10-K,0001614178-22-000014,1614178,1,True
387,2021-03-16,10-K,0001614178-21-000065,1614178,2,True
388,2020-03-20,10-K,0001614178-20-000078,1614178,3,True
389,2019-03-15,10-K,0001614178-19-000075,1614178,4,True
390,2018-03-16,10-K,0001614178-18-000095,1614178,5,True
391,2022-03-10,10-K,0001819516-22-000009,1819516,1,True
392,2021-05-06,10-K/A,0001104659-21-061951,1819516,2,True
393,2021-03-15,10-K,0001104659-21-036332,1819516,3,True
394,2022-03-02,10-K,0000715787-22-000005,715787,1,True
395,2021-03-03,10-K,0000715787-21-000009,715787,2,True
396,2020-02-26,10-K,0000715787-20-000009,715787,3,True
397,2019-02-28,10-K,0001437749-19-003613,715787,4,True
398,2018-03-01,10-K,0001437749-18-003647,715787,5,True
399,2017-03-02,10-K,0001437749-17-003636,715787,6,True
400,2016-03-02,10-K,0001437749-16-026549,715787,7,True
401,2015-02-25,10-K,0001437749-15-003389,715787,8,True
402,2014-02-26,10-K,0001437749-14-002842,715787,9,True
403,2013-02-28,10-K,0001193125-13-083130,715787,10,True
404,2012-02-29,10-K,0001193125-12-089650,715787,11,True
405,2022-02-24,10-K,0001437749-22-004346,1392380,1,True
406,2021-03-18,10-K,0001437749-21-006358,1392380,2,True
407,2020-03-17,10-K,0001437749-20-005495,1392380,3,True
408,2019-03-28,10-K,0001437749-19-005839,1392380,4,True
409,2018-03-28,10-K,0001564590-18-006978,1392380,5,True
410,2017-03-31,10-K,0001564590-17-005692,1392380,6,True
411,2016-03-30,10-K,0001564590-16-015604,1392380,7,True
412,2015-03-30,10-K,0001564590-15-002081,1392380,9,True
413,2014-04-15,10-K,0001564590-14-001500,1392380,10,True
414,2013-03-26,10-K,0001193125-13-124921,1392380,12,True
415,2012-02-28,10-K,0001193125-12-085423,1392380,15,True
416,2022-03-04,10-K,0000950170-22-002861,1819989,1,True
417,2022-01-21,10-K/A,0001193125-22-014855,1819989,2,True
418,2021-06-14,10-K/A,0001213900-21-032312,1819989,3,True
419,2021-05-07,10-K/A,0001213900-21-025203,1819989,4,True
420,2021-02-17,10-K,0001213900-21-009990,1819989,5,True
421,2022-03-16,10-K,0001653909-22-000016,1653909,1,True
422,2022-04-14,10-K,0001193125-22-104665,1843862,1,True
423,2022-03-10,10-K,0001871509-22-000008,1871509,1,True
424,2022-03-29,10-K,0001193125-22-088243,1828478,1,True
425,2022-03-31,10-K,0001193125-22-091731,1819608,1,True
426,2021-12-22,10-K/A,0001193125-21-364810,1819608,2,True
427,2021-07-12,10-K/A,0001193125-21-212795,1819608,3,True
428,2021-03-31,10-K,0001193125-21-102188,1819608,4,True
429,2022-02-25,10-K,0000102212-22-000009,102212,1,True
430,2021-02-26,10-K,0000102212-21-000010,102212,2,True
431,2020-02-28,10-K,0000102212-20-000017,102212,3,True
432,2019-02-28,10-K,0000102212-19-000009,102212,4,True
433,2018-03-01,10-K,0000102212-18-000018,102212,5,True
434,2017-03-03,10-K,0000102212-17-000014,102212,6,True
435,2016-03-04,10-K,0000102212-16-000090,102212,7,True
436,2015-03-09,10-K,0000102212-15-000018,102212,8,True
437,2014-03-04,10-K,0001193125-14-081771,102212,9,True
438,2013-03-04,10-K,0001193125-13-089571,102212,10,True
439,2012-03-02,10-K,0000950123-12-004532,102212,11,True
440,2022-03-31,10-K,0001845022-22-000031,1845022,1,True
441,2022-03-31,10-K,0001193125-22-092093,1823034,1,True
442,2022-03-28,10-K,0001213900-22-015525,1815086,1,True
443,2021-12-21,10-K/A,0001213900-21-066725,1815086,2,True
444,2021-06-24,10-K/A,0001213900-21-033911,1815086,3,True
445,2021-03-25,10-K,0001213900-21-017740,1815086,4,True
446,2022-02-25,10-K,0000101199-22-000027,101199,1,True
447,2021-02-26,10-K,0000101199-21-000024,101199,2,True
448,2020-02-28,10-K,0000101199-20-000032,101199,3,True
449,2019-02-28,10-K,0000101199-19-000040,101199,4,True
450,2018-02-28,10-K,0000101199-18-000040,101199,5,True
451,2017-02-28,10-K,0000101199-17-000040,101199,6,True
452,2016-02-26,10-K,0000101199-16-000480,101199,7,True
453,2015-03-02,10-K,0000101199-15-000096,101199,8,True
454,2014-03-05,10-K,0000101199-14-000020,101199,9,True
